index,sid,text,polarity,file,label,domain_confidence,domain
56,rev-57,HX۱۰۰v دوربینی فوق‌العاده پیشرفته و خوب، و یکی از گران قیمت‌ترین دوربین‌های رده‌ی خود در سال ۲۰۱۱ بود.,2,data/main/Sony Cyber-Shot DSC-HX200V.xml,1,0.9976860312744975,1
1,gr-104-2,سرعت کلی گوشی بیشتر به نوع چیپست و سیستم عامل بستگی دارد که چیپست بسیار قدرتمند A۶ با بهره گیری از سیستم عامل IOS۶ سرعت بسیار زیاد را ارائه میدهد.,2,data/main/Apple iPhone 5 - 16GB.xml,1,0.9981650135014206,1
7779,-,متأسفانه عکس‌های گرفته شده با دوربین این تبلت از کیفیت رضایت بخشی برخوردار نیستند.,-1,data/extra/Samsung Galaxy Tab 2 7.0 P3100 - 16GB_Hosseini.xml,0,0.9972794987261295,1
110,rev-111,و در انتها، باید اذعان کنیم که با وجود مشکلات در برنامه Maps و یا کاستی‌هایی که در iOS ۶ وجود دارد که شاید در اندروید ۴ وجود نداشته باشد، هنوز این سیستم عامل سریع‌ترین و روان‌ترین سیستم عامل موجود بر روی تلفن‌های همراه و تبلت‌ها به شمار می‌رود که به کاربر راحتی و آرامش فوق‌العاده‌ای را اعطا می‌نماید.,2,data/main/Apple iPhone 5 - 16GB.xml,1,0.9983042412204668,1
6660,-,"مثلا از نظر پردازنده گرافیکی {GPU} و یا پردازنده‌ی مرکزی {CPU} , رزولوشن صفحه نمایش , پنل به کار رفته در صفحه نمایش , امکانات به کار رفته در دوربین {مثل Burst shot یا Best Photo} , کیفیت فیلمبرداری و عکسبرداری , قابلیت S Beam که ترکیبی از NFC و Wifi direct هست {در حالی که محصول جدید اپل , حتی NFC هم نداره} , Smart Stay و خیلی قابلیت‌های دیگه.",-2,data/extra/Apple iPhone 5 - 64GB.xml,0,0.9983638628618792,1
4645,-,من که از هر نظر راضیم.,2,data/extra/Canon Powershot SX50 HS.xml,1,0.9979466795921326,0
6122,-,در کل همانطور که گفتیم، M۵۰ دوربین فیلم برداری بسیار خوب دیگری از کانن است که کاملا کوچک و سبک ساخته شده و در ضمن از امکانات و فن آوری‌های پیشرفته و خوبی بهره می‌برد.,2,data/extra/Canon Vixia HF M50_Hosseini.xml,1,0.9986120386747643,1
40,rev-41,در مجموع تبلت Sony S یک تبلت بسیار عالی با قیمتی مناسب است که با طراحی چشم نواز و منحصر به فردی که دارد، خود از سایر رقبای هم رده خود متمایز میکند.,2,data/main/Sony S - 16GB.xml,1,0.9979831546079367,1
923,-,شاید من هنوز کاربردش رو پیدا نکردم البته.,-1,data/extra/Asus PadFone 2 -32GB.xml,0,0.9960365891456604,0
2429,-,درضمن گوشی ۳d max LG با پردازنده قوی‌تر وقابلیت ضبط وپخش سه بعدی ازین ارزونتره.,1,data/extra/Samsung I8190 Galaxy S III Mini.xml,1,0.9906822834163904,1
11563,-,این اسپیکرها به راحتی می‌توانند صدایی با کیفیت‌تر و بلندتر از متوسط نوت‌بوک‌ها‌ی همرده تولید کنند.,2,data/extra/Asus N43SM-C_Hosseini.xml,1,0.9981100260047242,1
9721,-,البته متاسفانه این‌ها در مود JPEG کار می‌کنند.,-1,data/extra/Canon EOS 6D Body.xml,0,0.9972516617272049,1
367,-,در ضمن از نظر ابعاد، X-Pro۱ کاملا از X۱۰۰ بزرگتر و سنگین‌تر است و ظاهری کاملا جدی و حرفه ای‌تر دارد.,1,data/extra/Fujifilm X-Pro1_Hosseini.xml,1,0.9983741145115346,1
4,gr-2-5,دوما: نورگیری ان بسیار کم است و در شرایط نور کم تصویر بسیار بی کیفیت میشود.,-2,data/main/Sony NEX-VG10.xml,0,0.9977170201018453,1
1,gr-24-2,من چند روزی هست که یک آیفون ۵ از دیجیکالا خریدم و خیلی خیلی هم راضی هستم..,2,data/main/Apple iPhone 5 - 16GB.xml,1,0.9984278678894043,0
9,cr-8-10,(چون یون مرورگرهاش چنگی به دل نمیزنن و تعریفی ندارن و همینطور بازی‌ها رو با کیفیت خوبی نشون نمیده!,-1,data/main/Sony Xperia Ion.xml,0,0.9946428537368774,0
9,rev-10,همچنین تراکم پیکسلی ۳۲۶ppi این گوشی، در بین رقبای اندرویدی دو هسته‌ای خود بسیار عالی است.,2,data/main/LG Optimus True HD LTE P936.xml,1,0.9985916528385133,1
7674,-,تنها قسمت هایی مانند قاب پشت صفحه نمایش و لولاها هستند که کمی نگران کننده بوده و به نظر نمی‌آید که بتوانند فشار بالایی را تحمل کنند.,-1,data/extra/HP Pavilion Sleekbook 14-b009tu.xml,0,0.9984169013332576,1
6954,-,جمع بندیXperia Tipo یک گوشی موجه در بین گوشی‌های هوشمند سطح پایین محسوب می‌گردد که با قابلیت‌های مناسب، به یک گوشی کاربردی تبدیل می‌شود.,1,data/extra/Sony Xperia Tipo.xml,1,0.9980573105858639,1
4791,-,البته از آن هایی که فقط به سمت بالا چرخش می‌کنند.,-1,data/extra/Sony NEX-3N_Ahmadian.xml,0,0.9978200362529606,1
33,rev-34,در ضمن این دوربین یک فلاش Pgr-up بسیار قدرتمند نیز دارد که برد موثر آن به ۱۲٫۴ متر می‌رسد.,2,data/main/Sony Cyber-Shot DSC-HX200V.xml,1,0.9987956988625228,1
4792,-,بعلاوه می‌تواند به طور کامل تا ۱۸۰ درجه بچرخد تا بتوانید عکاسی Self Portrait نیز انجام دهید.,1,data/extra/Sony NEX-3N_Ahmadian.xml,1,0.9987980937585235,1
8161,-,بدین صورت که تا به حال چنین صفحه‌کلید خوبی را بر روی هیچ تلفن همراهی مشاهده نکرده بودیم.,1,data/extra/Samsung Galaxy S II I9100 - 16GB_Hosseini.xml,1,0.998222817783244,1
26,rev-27,برتری اصلی این پنل نسبت به پنل‌های TN در کیفیت رنگ‌های عالی و زوایای دید بسیار بالای آن است.,2,data/main/Apple MacBook Pro With Retina Display-B.xml,1,0.9970624782145023,1
2,cr-1-3,گوشی گلکسی اس ۲ یکی از بهترین گوشی‌های نسل گلکسی به حساب می‌آید و در زمان معرفی خود فروش خیلی خوبی را نیز تجربه کرد.,2,data/main/Samsung Galaxy S II Plus I9105 - 8GB.xml,1,0.9988320239353925,1
1,gr-14-2,خود به خود قابل استفاده در ایران نیست و خریدنشم هم بی فایده است!,-1,data/main/Apple iPhone 5 - 32GB.xml,0,0.9935352271422744,1
1910,-,• جمع بندی در کل باید گفت که HP Compaq Presario CQ۵۸ نوت‌بوک ارزان قیمت خیلی خوبیست که امکانات خوبی را در برابر قیمتی که دارد ارائه می‌کند.,1,data/extra/HP Compaq Presario CQ58-200SX.xml,1,0.9941076133400202,1
7,rev-8,علاوه بر این، پورت‌های شبکه Ethernet و FireWire نیز حذف شده‌اند ولی در عوض پورت‌های پرسرعت USB ۳٫۰ و Thunderbolt وجود دارند.,1,data/main/Apple MacBook Pro With Retina Display-B.xml,1,0.9989027709234506,1
887,-,اصلا گارانتی معتبر و مسئولی نیست.,-2,data/extra/Asus PadFone 2 -32GB.xml,0,0.9974557757377625,0
6944,-,همچنین رابط کاربری انحصاری سونی با نام Timescape به کاربر در کارکردن راحت‌تر با گوشی کمک خواهد نمود.,1,data/extra/Sony Xperia Tipo.xml,1,0.998864508816041,1
1909,-,در کل از شارژدهی باتری این نوت‌بوک کاملا راضی هستیم.,2,data/extra/HP Compaq Presario CQ58-200SX.xml,1,0.9976364860776812,1
4,gr-1-5,خلاصه دوربین جالبیه,1,data/main/Samsung DV300F.xml,1,0.99935382604599,0
601,-,یکم ذلیله!,-1,data/extra/HTC Butterfly.xml,0,0.9994062185287476,0
5290,-,از دیگر راه‌های ارتباطی این گوشی، می‌توان به قابلیت DLNA اشاره نمود.,1,data/extra/LG Optimus L7 II Dual P715.xml,1,0.9986674647079781,1
986,-,همین الان گوشی HTC به تنهایی همین قیمته!,1,data/extra/Asus PadFone 2 -32GB.xml,1,0.9952280521392822,0
25,rev-26,نرم افزار سیستم عامل به کار رفته بر روی این تبلت نسخه ۴٫۰ از سیستم عامل قدرتمند اندروید می‌باشد.,1,data/main/Huawei MediaPad 10 FHD - 16GB.xml,1,0.9987520618597046,1
9,rev-10,با این حال ما هنوز طراحی صفحه کلید به صورت Chiclet را بیشتر دوست داریم.,-1,data/main/Asus N43SM-C.xml,0,0.9987944937311113,1
7548,-,سرعت عکس برداری و فیلم برداری هم فوق‌العاده است.,2,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,1,0.996912500122562,1
5109,-,سلام این گوشی تو این رنج قیمت بهترین گوشی دوسیم کارته هستش من چند روز پیش از همین سایت خرید کردم خیلی عالیست فقط کیفیت فیلمبرداریش ۴۸۰*۷۲۰ میباشد,1,data/extra/LG Optimus L7 II Dual P715.xml,1,0.9988535642623901,0
12924,-,کیفیت مکالمه بسیار عالی.,2,data/extra/Nokia 206.xml,1,0.9919763207435608,0
3,cr-20-4,از نظر قیافه واقعا شاهکاره.,1,data/main/Sony Ericsson Xperia Ray.xml,1,0.9980491399765015,0
4179,-,من این گوشیو دارم و هرکس نخره اشتباه کرده,1,data/extra/HTC Desire C.xml,1,0.9994188547134399,0
4072,-,از حساسیت ۴۰۰ مقداری نویز در عکس‌ها مشاهده می‌شود اما همچنان جزئیات عکس‌ها خیلی خوب پیدا هستند.,1,data/extra/Canon PowerShot A3400 IS_Hosseini.xml,1,0.9980353505816311,1
10341,-,چنین نسبتی باعث می‌شود که بتوانید به راحتی در شرایط ضعیف نوری هم عکاسی کنید.,1,data/extra/Nikon Coolpix P510.xml,1,0.9981880020350218,1
523,-,واقعا گوشیه خارق العاده ایه اما بنظرم قیمتش کمی بالاست,1,data/extra/HTC Butterfly.xml,1,0.9991661310195923,0
9,gr-9-10,سرعت خیلی خوبه و کم نمیاره.,2,data/main/Huawei Ascend Y300.xml,1,0.9991896748542786,0
9140,-,سخت افزار در قلب این گوشی چیپ NVIDIA Tegra ۳ AP۳۷ قرار دارد که یک نسل از چیپ مدل One X جدید‌تر است و به کمک پردازنده چهار هسته‌ای ۱٫۷ گیگا هرتزی و یک گیگابایت حافظه RAM، قدرت پردازشی بی نظیر گوشی را تضمین می‌کند.,1,data/extra/HTC One X Plus - 64GB_Hosseini.xml,1,0.9986391089623794,1
0,cr-9-1,من دو سه روزه خریدمش فعلا که خوب کار میکنه و من ازش خیلی راضیم طراحی شیکی داره و فضای نسبتا کمی رو اشغال کرده و در ضمن سرعت بالایی هم داره.,2,data/main/HP LaserJet P1102.xml,1,0.9993947744369507,0
2,rev-3,هم چنین این برنامه، دارای ابزاری اختصاصی برای حفاظت از اطلاعات شخصی و جلوگیری از جعل اینترنتی هویت شماست، نرم‌افزارهای جدید پاندا، یکی از بهترین روش‌های موجود برای پیشگیری از کلاهبرداری‌های آنلاین حملات هک، ‌نفوذهای غیرمجاز و آلودگی‌های ویروسی محسوب می‌شود.,1,data/main/Panda Antivirus Pro 2013.xml,1,0.9970461910124868,1
6565,-,و اما گوشی Iphone ۴s‎ به پای Galaxy s۲ نمیرسد چه برسه به S۳ و کیفیت صفحه نمایش این گوشی پایین‌تر از S۲ بود.,-2,data/extra/Apple iPhone 5 - 64GB.xml,0,0.9976600613445044,1
24,rev-25,این را وقتی تا کیفیت ۱۰۸۰p/۶۰p Full HD همراه می‌کنیم واقعا نتیجه کم نظیر می‌شود.,1,data/main/Sony HDR PJ710v.xml,1,0.9983199174748734,1
953,-,با سلام خدمت همه بنظر بنده و بسیاری که این تبلت را دیده‌اند یکی از بهترین هاست چون با خرید این دستگاه شما دیگر به یک گوشی هوشمند ندارید و این بسیار برازنده کسی است که بداند چه چیزی دارد و کاملا از امکانات به روزش استفاده کند نه برای اینکه چنین چیزی فقط داشته باشد,2,data/extra/Asus PadFone 2 -32GB.xml,1,0.9943369049578905,1
0,gr-38-1,"من خریدم ازش خیلی راضیم
",2,data/main/Sony Xperia Ion.xml,1,0.9995388984680176,0
1,cr-6-2,سخت افزار به کار برده شده نشان از ماندگاری در بین رده بالا‌های بازار تا مدت‌ها دارد، با آمدن غول‌های ویندوز ۸ نیز این تبلت همچنان توان مقاومت خواهد داشت و حتی به گفته‌ی بسیاری از توسعه دهندگان امکان بوت شدن دو os برای این سخت افزار موجود می‌باشد، و آینده‌ای روشن برای این تبلت متصور است!,1,data/main/Asus Transformer Pad Infinity TF700T 64GB + Dock.xml,1,0.9988040573662147,1
5,cr-4-6,در این سال مایکروسافت با کنسول جدید خود به نام XBOX ۳۶۰ توانست زود‌تر از رقیب خود یعنی سونی، کنسولی پیشرفته را در اختیار کاربران یا به اصطلاح گیمرها قرار دهد.,1,data/main/Microsoft Xbox 360 Elite.xml,1,0.9989807243691757,1
7897,-,بهترین گوشیه.,1,data/extra/Sony Ericsson Live With Walkman.xml,1,0.9989722967147827,0
0,gr-11-1,این دوربین تقریبا تکمیل شده‌ی سری A می‌باشد که می‌توان بهترین مزیت آنرا استفاده همزمان از صفحه‌ی لمسی و صفحه کلید دانست.,1,data/main/Canon PowerShot A3400 IS.xml,1,0.9987189159728587,1
9,rev-10,این دستگاه‌ها با گرد هم آوردن چند دستگاه به صورت یک جا، هم فضای کمتری می‌گیرد و هم هزینه کمتری به خریداران خود تحمیل می‌کند.,1,data/main/Canon Pixma MX374.xml,1,0.9979286389425397,1
907,-,**از لحاظ زیبایی معرکست!,2,data/extra/Asus PadFone 2 -32GB.xml,1,0.9911017715930939,1
11509,-,در ضمن حالت واید ۲۵ میلی متر نیز فاصله‌ی کانونی خیلی خوبی برای پوشش میدان دید خیلی وسیع می‌باشد.,2,data/extra/Nikon Coolpix L610.xml,1,0.9967953851446509,1
1950,-,اثر انگشت رو خیلی میگیره!,-1,data/extra/IBM Lenovo ideapad Z500-A.xml,0,0.999018669128418,0
5012,-,رنگ قرمزش براق و خوشگله بسیار خوش دست و جمع و جوره کیفیت ال سی دی عالی کلا به نسبت قیمتش بسیار بصرفه است,2,data/extra/Fujifilm FinePix JV300.xml,1,0.9960705041885376,0
1412,-,در ضمن شما میتونید فیلمهای ضبط شدتون با این دوربین رو به راحتی به یک هارد اکسترنال بدون نیاز به کامپیوتر انتقال بدین.,1,data/extra/Sony HDR-XR550_Hosseini.xml,1,0.9971393342129886,1
8760,-,به نظر من خیلی گوشی خوبیه ولی xperia v انتخاب بهتریه,-1,data/extra/Sony Xperia TX.xml,0,0.9993252754211426,0
10986,-,• جمع بندی نوکیا Asha ۳۰۲ یک گوشی خوش استیل و با پرستیژ محسوب می‌شود که اگر به دنبال یک سیستم عامل به روز نباشید می‌تواند انتخاب بسیار مناسبی برای شما محسوب گردد.,1,data/extra/Nokia Asha 302_Hosseini.xml,1,0.9961445338558406,1
906,-,سلام من ازش راضی ام البته چندتا اشکال عجیب داره **اولا بسیار بسیار سره و از دست راحت لیز می‌خوره **گاها بی هیچ دلیلی خش خش می‌کنه!,1,data/extra/Asus PadFone 2 -32GB.xml,1,0.9968354105949402,0
6735,-,در روزگاری که اکثر کمپانی‌ها در تولید گوشی‌های هوشمند خود فقط به فکر بزرگ‌تر کردن صفحه نمایش بدون توجه به افزایش وزن گوشی هستند، اپل دست به یک شگفتی زد و گوشی جدید خود را بزرگ‌تر ولی سبک‌تر تولید نمود.,2,data/extra/Apple iPhone 5 - 64GB.xml,1,0.9985545246163383,1
3,cr-4-4,برنامه خوریش هم عالیه.,2,data/main/Samsung Galaxy Tab 2 7.0 P3100 - 16GB.xml,1,0.9934883117675781,0
3044,-,با اینکه از همه نظر شبیه به آیپد ۲ هست اما تو gaming اصلا کم نمیاره.,1,data/extra/Apple iPad mini WiFi-16GB.xml,1,0.9952380657196045,0
13,rev-14,چیپ گرافیکی Adreno ۲۰۳ نیز عملکرد متوسطی در هنگام اجرا و پردازش گرافیک‌ها و بازی‌ها دارد.,-1,data/main/HTC Desire SV.xml,0,0.9985683575505391,1
0,gr-4-1,"من از این سایت دوربینو خریداری کردم 
این دوربین زوم بسیار بالا و قوی داره ولی متاسفانه تراکم پیکسلیش پایینه",-1,data/main/Fujifilm Finepix S3200.xml,0,0.998762845993042,0
14,rev-15,بدین صورت که کافی است دوربین را بر روی مود عکاسی Smart Auto قرار دهید و دکمه‌ی شاتر را بفشارید تا دوربین به طور خودکار بهترین و با کیفیت‌ترین عکس را تهیه کند.,2,data/main/(Canon IXUS 240 HS (PowerShot ELPH 320 HS.xml,1,0.9989274040563032,1
0,gr-2-1,ظاهر واقعا زیبایی داره اگه پردازندشم ۲هسته‌ای بود دیگه حرف نداشت طراحی واقعا زیبایی داره.,2,data/main/COBY MID7035.xml,1,0.9990672469139099,0
10618,-,اگر به مشخصات فنی مدل مینی و مینی پرو در خصوص باتری توجه کنید، میبینید که تاک تایم مدل مینی پرو حدود یک ساعت بیشتره، یعنی یک ساعت بیشتر دوام میاره، که این خودش مزید بر علت هست!,1,data/extra/Sony Ericsson Xperia Mini.xml,1,0.9980985407019034,1
68,-,چهار برابر زوم بیشتر هم به هر صورت به نوبه‌ی خود خیلی خوب می‌باشد.,2,data/extra/Canon PowerShot SX160 IS.xml,1,0.9978808474261314,1
3862,-,کافیست که آن را به سوی سوژه نشانه بروید و دکمه‌ی شاتر را بفشارید تا دوربین به صورت خودکار بهترین و با کیفیت‌ترین عکس را تهیه کند.,2,data/extra/Fujifilm FinePix JX510.xml,1,0.9989234760869294,1
4,gr-15-5,واقعا از این گوشی راضی هستم و هر کسی در خریدش شک داره اصلا شک نکنه بره بخره,1,data/main/Samsung Galaxy S II I9100 - 16GB.xml,1,0.9968510270118713,0
11385,-,این دوربین واقعا عکس‌های با کیفیتی میگیره.,2,data/extra/Sony Cyber-Shot DSC-HX10V.xml,1,0.9953656117431819,1
22,rev-23,اول اینکه با قرار دادن گوشی بر روی سطوح مختلف، احتمال خط افتادن بر روی شیشه روی لنز بسیار زیاد است.,-1,data/main/Samsung Galaxy Note N5100 - 16GB.xml,0,0.998148707440123,1
53,rev-54,تعدادی برنامه نیز به صورت پیش فرض بر روی پدفون قرار دارد که البته با وجود نرم افزار به روز و سخت افزار قدرتمند، کاربر می‌تواند بدون محدودیت از هزاران برنامه‌ی موجود برای سیستم عامل اندروید استفاده نماید.,1,data/main/Asus PadFone - 16GB.xml,1,0.9988577278563753,1
7808,-,من در دیجی کالا باهاش آشنا شدم، اول قصد خرید ace ۲ را داشتم که قیمتش رفت بالا مثل ray سونی، این گوشی تنها بدیش نرخ جذب امواجش یه مقداری بالاست، نسبت قیمت خارج کشور و داخل کشور هم ارزونه بقیه مقایسه‌ها را دوستان انجام دادن.,1,data/extra/Sony Ericsson Live With Walkman.xml,1,0.9957547187805176,0
790,-,من یک ماهی میشه خریدمش هارد بسیار خوبیه ارزش خریدن رو داره وزن کم و مخصوصا اینکه موقع بیکار بودن هارد روی استند بای میره و موقع باز کردن هارد دوباره شروع به کار میکنه بدون کسری از ثانیه واقعا خوبه,2,data/extra/Western Digital Portable My Passport - 1TB_Hosseini.xml,1,0.9992941617965698,0
44,rev-45,پردازنده ۱٫۶ گیگاهرتزی ۴ هسته‌ای به کار رفته در آن که مانند مدل‌های قبلیش از نوع Exynos می‌باشد و البته ۲۰۰ مگاهرتز قوی‌تر است به همراه ۲ گیگابایت حافظه رم به شما این قابلیت را می‌دهد که از تمامی امکانات نرم افزاری موجود برای سیستم عامل اندروید به راحتی استفاده نمایید.,1,data/main/Samsung Galaxy Note N5100 - 16GB.xml,1,0.9986464547691867,1
7240,-,سنسور تصویر ۱۸ مگاپیکسلی CMOS این دو دوربین باعث می‌شود که بتوانید جزئیات خیلی زیادی را در شرایط نوری خوب با آن ثبت کنید.,1,data/extra/Sony Cybershot WX170.xml,1,0.998550228192471,1
7,rev-8,در ضمن، برای حمل و نقل این گوشی هم نمی‌توان بر روی جیب‌های شلوار جین حساب کرد.,-1,data/main/LG Optimus Vu P895.xml,0,0.9918356817215681,1
10405,-,پردازنده چهار هسته‌ای قدرتمند و سخت افزار بسیار خوب در تبلتی ارزون..,2,data/extra/Asus Google Nexus 7 3G - 32GB.xml,1,0.997285999590531,1
0,gr-32-1,من این گوشی را امروز از همین سایت دی جی کالا خریدم، گوشی بسیار زیبا و خوش‌دستیه، جنس کاور پشتش بسیار لطیف و دوست‌داشتنیه، تاچ بسیار خوب و پشتیبانی عالی و کامل از زبان فارسی داره، به همه افرادی که دنبال یک گوشی خوب هستند اما هزینه هم براشون مهمه، این گوشی زیبا را توصیه می‌کنم، تنها موردی که جای مطرح کردن داره اینه که اثر انگشت خیلی سریع روی صفحش جا می‌گذاره، که فکر می‌کنم اون هم حتما چاره داره,2,data/main/Huawei Ascend Y300.xml,1,0.9962117671966553,0
9236,-,حالا بماند که یه وایمکسم براش باید بگیریم در کل نسبت به قیمتی که خودش داره با لوازم جانبیش یکمی سنگینه در ضمن چون حساسه گارانتی درست و حسابی هم نداره یعنی فقط برای اتفاقات خیلی خاص گارانتی میکنن و باید مواظب باشیم ولی در کل عالیه.,1,data/extra/Samsung Galaxy Note 10.1 N8000 - 16GB.xml,1,0.9989527463912964,0
6584,-,به نظر من هیچ پیشرفت مهمی نداشته,-2,data/extra/Apple iPhone 5 - 64GB.xml,0,0.9986705780029297,0
38,rev-39,گلکسی اس۳ یکی از بهترین گوشی‌های موجود در بازار برای مرورگری اینترنت است.,2,data/main/Samsung Galaxy S III I9305 - 16GB.xml,1,0.9982423394685611,1
61,rev-62,ضمن اینکه برای این تبلت امکان تهیه داک کیبورد به صورت جداگانه نیز وجود دارد که این نیز یک مزیت دیگر این دستگاه به شمار می‌آید.,1,data/main/Huawei MediaPad 10 FHD - 16GB.xml,1,0.9990292182774283,1
155,-,با اینکه این محصول یک گوشی از کمپانی ال جی است، اما به واقع بی شباهت به یک تبلت نیست و با قابلیت‌های خوب سخت افزاری و نرم افزاری خود، می‌تواند خود را در بین گوشی‌های بازار مطرح نماید.,1,data/extra/LG Optimus Vu P895_Hosseini.xml,1,0.9964005907531828,1
54,rev-55,این قابلیت که عملکردی بسیار قابل ستایش دارد بدین صورت است که می‌توانید صفحه نمایش را به ۲ تکه تقسیم نمایید و از هر تکه جهت اجرای یک برنامه استفاده کنید.,1,data/main/Samsung Galaxy Note N5100 - 16GB.xml,1,0.9983616110403091,1
13292,-,نرم افزار به طور پیش فرض Retina MacBook Pro از سیستم عامل OS X نسخه Lion استفاده می‌کند ولی اپل به خریداران این لپ‌تاپ، امکان ارتقا به Mountain Lion را به صورت رایگان فراهم کرده است.,1,data/extra/Apple MacBook Pro With Retina Display-B_Hosseini.xml,1,0.9969992069527507,1
737,-,در نهایت، این صفحه نمایش توسط محافظ Gorilla Glass کاور گردیده است.,1,data/extra/HTC Butterfly.xml,1,0.9986537530785426,1
63,cr-4-64,این حافظه متعلق به شرکت سامسونگ می‌باشد و قادر به تامین اطلاعات مورد نیاز پردازنده‌ی گرافیکی با حداقل تاخیر است.,1,data/main/Microsoft Xbox 360 Elite.xml,1,0.9985174363246188,1
12254,-,این گوشی از ویژگی‌ها و فن‌آوری‌های جدا پیشرفته و افسانه‌ای بهره می‌برد که از جمله‌ی آن‌ها می‌توان به پردازنده‌ی بسیار قدرتمند A۴، دوربین جدید VGA جلویی و دوربین ۵ مگاپیکسلی پشتی، طراحی کاملا نوین و نمایشگر لمسی شگفت‌انگیز Retina (دست کم در این مورد مبالغه نمی‌کنیم!,2,data/extra/Apple iPhone 4 - 8GB.xml,1,0.9988667451543733,1
9628,-,• جمع بندی لنوو سعی کرده است با معرفی سری G۵۸۰، نوت‌بوک هایی مالتی مدیا با قیمت مناسب را به بازار عرضه کند.,1,data/extra/IBM Lenovo Essential G580-J_Hosseini.xml,1,0.9985353413503617,1
9807,-,از نظر عملکرد در حساسیت‌های مختلف هم باید گفت که، نویز تنها از ایزو ۸۰۰ می‌تواند مقداری مشکل ساز باشد.,-1,data/extra/(Panasonic Lumix DMC-FT3 (TS3_Hosseini.xml,0,0.9976080791093409,1
21,cr-4-22,قابلیت جالبی که در این نوع گیم پد وجود دارد، هماهنگی آن با تمام دستگاه‌های مجهز به USB و سیستم عامل ویندوز XPاست که این موضوع امکان استفاده از آن را روی کامپیوتر امکان پذیر می‌‌سازد.,1,data/main/Microsoft Xbox 360 Elite.xml,1,0.9985020136227831,1
5593,-,از دیگر فن‌آوری‌های به کار رفته در SX۲۳۰ می‌توان به i-Contrast (کیفیت جزئیات مناطق سایه در عکس را افزایش می‌دهد)، Smart Flash Exposure (میزان نور فلاش را بسته به شرایط تنظیم می‌کند تا زیاد یا کم نباشد)، فن‌آوری تشخیص چهره که می‌تواند تا ۳۵ چهره‌ی انسان را در یک فریم تشخیص دهد و Face Self Timer که برای در عکس قرار گرفتن خود عکاس خیلی مناسب است اشاره کرد.,1,data/extra/Canon PowerShot SX230 HS.xml,1,0.9987838652450591,1
0,gr-16-1,من حدود یک سال و نیمه که دارم و خیلی ازش راضیم.,2,data/main/HP LaserJet P1102.xml,1,0.9955949187278748,0
9663,-,حالا می‌توانید از تمام برنامه‌های دلخواه خود در تلویزیون یا از دور لذت ببرید.,1,data/extra/Samsung LED 40ES6950.xml,1,0.9979778937995434,1
3361,-,پردازنده‌ی Core i۷ که قدرتمندترین آن‌هاست، پردازنده‌ای ذاتا چهار هسته‌ای با توان تولید چهار هسته‌ی مجازی و کارکرد با مجموع هشت هسته است (تکنولوژی Hyper-Threading) که عملکردی کم نظیر را ارایه می‌دهد.,2,data/extra/Asus X43SD_Hosseini.xml,1,0.9968543408904225,1
8799,-,xperia tx نسخه‌ی تصحیح شده‌ی xperia t است پس حتما نقص‌های xperia t برطرف شده.,1,data/extra/Sony Xperia TX.xml,1,0.9973984458483756,1
12979,-,به هر حال باید پذیرفت که از صفحه نمایش آن نمی‌توان انتظار تصویر چندان خوبی در مقابل صفحه نمایش‌های Super AMOLED و یا Super Clear LCD را داشت اما می‌توان این‌گونه استنباط نمود که این صفحه نمایش برای این مدل در این سطح، کاملا قابل قبول محسوب می‌شود.,1,data/extra/Nokia 206.xml,1,0.9985219333320856,1
36,rev-37,• جمع بندی Acer Aspire E۱-۵۳۱ با توجه به قیمتی که دارد، یک لپ‌تاپ بسیار خوب و یک خرید مقرون به صرفه محسوب می‌شود.,2,data/main/Acer Aspire E1-531-B9602G50Maks.xml,1,0.9969096558634192,1
1118,-,• جمع بندی در مجموع به راحتی می‌توان گفت سری ۳ لپ‌تاپ‌های سامسونگ جزو بهترین و با کیفیت‌ترین لپ‌تاپ‌های ارزان قیمت موجود در بازار هستند.,2,data/extra/Samsung NP300E5V-A08AE_Hosseini.xml,1,0.9978952591773123,1
4223,-,در این نسخه از سیستم عامل اندروید، بهینه سازی‌های فراوانی صورت گرفته است و گوشی‌های متعددی هستند که علی رغم دارا بودن سخت افزاری قدرتمند‌تر از سخت افزار به کار رفته در Desire C، هنوز در انتظار دریافت این نسخه از سیستم عامل اندروید هستند.,1,data/extra/HTC Desire C.xml,1,0.9987373064504936,1
7690,-,به دلیل ضخامت بسیار باریک Sleekbook‌ها، آستانه و عمق کلیدها کم بوده و کلیدها فضای کافی برای حرکت ندارد.,-1,data/extra/HP Pavilion Sleekbook 14-b009tu.xml,0,0.9981094294926152,1
6052,-,یکی از این دو لنز، لنز ۱۸-۱۳۵ f/۳٫۵-۵٫۶ IS STM می‌باشد که با سیستم لرزش گیر اپتیکال جدید Dynamic IS همراه شده است.,1,data/extra/Canon EOS 650D Kit EF-18-55 IS.xml,1,0.9987099501304328,1
10,cr-4-11,طراحی این گوشی همه را مدهوش خود میکند و چراغ منو که همچون مرزی میان دو دکمه‌ی دیگر است با عوض کردن رنگ دلربایی می‌کند!,1,data/main/Sony Ericsson Xperia Ray.xml,1,0.9986955461790785,1
3197,-,اما فقط قابلیت ایجاد تماس نیست که تبلت Fonepad را به محصولی خاص و جالب تبدیل کرده است.,1,data/extra/Asus Fonepad ME371 - 8GB.xml,1,0.9938455410301685,1
